user_id,Attrition
442,0.19978029680728973
1091,0.19187524220571678
981,0.5506559091419446
785,0.12327694006324841
1332,0.6927466717011337
501,0.08238853284650752
1058,0.5990284182944147
1253,0.12056825798727762
751,0.003120018881920093
122,0.39303911644148964
268,0.022924297329749953
940,0.23714984654550178
1125,0.026842528924157984
540,0.5761109275700926
1034,0.0383267020358458
432,0.03373198306490532
794,0.08870561096951578
666,0.08954374770147652
942,0.030718815351673794
1114,0.4508712931412343
853,0.17242577292080935
1330,0.008456128494681673
692,0.057733081254456184
548,0.062115798689809903
54,0.7017026384126254
319,0.5247320749407323
1147,0.07539703444575331
1235,0.040465894353677596
1436,0.6177501811871219
520,0.05111505372821884
983,0.008719432772528938
1347,0.10408195930571236
465,0.023982166755561047
966,0.054973035595736484
31,0.03258001647486167
420,0.022913294889771448
1462,0.18562851962456756
1408,0.06655710072485026
89,0.023383247070348542
298,0.08203451632221594
875,0.0520590309826274
1385,0.02511824716331582
1430,0.004686738896559644
223,0.00697809765692673
1412,0.01556726334719393
1375,0.5206092560160985
4,0.40410141504685854
1174,0.0025038127546507275
892,0.5927426579086557
34,0.37371445415842186
1310,0.046675313389112474
182,0.502868521414256
467,0.09166322399837938
52,0.31212635845589415
1032,0.45440816721737903
142,0.10814839023262636
1440,0.022411000692164708
528,0.19543056417459198
629,0.03668093896387775
1051,0.3055055937093936
1269,0.019850340689778048
993,0.23751737439200668
526,0.20796023749789205
278,0.03663998129716407
887,0.1888375229936623
1275,0.01694265784669943
667,0.34046820307873904
792,0.14365759208172577
148,0.08956869062402872
1039,0.2314813269708761
1414,0.05056283602478847
474,0.14525269964875104
1341,0.1105732308723278
1158,0.04246286713359317
393,0.19996862178650593
965,0.03270117841286076
1397,0.03617918287323248
743,0.017960091541154806
980,0.45782570754134
1410,0.035217706722665075
916,0.002229893495780161
1300,0.014709089975210981
642,0.18234732176855284
1064,0.03905611899165894
1318,0.03005261958083407
1247,0.07138585223115802
187,0.001094709724449135
1023,0.031234451032043767
1183,0.021431284760324174
1073,0.0840880950737088
1311,0.23733773051949933
9,0.09598313803052098
1019,0.2702234822252457
1180,0.15573912436494156
1405,0.010984732966042235
1120,0.18182920936050564
483,0.3344743209544161
310,0.42507536236247256
722,0.07167810775313332
5,0.05409675010142436
482,0.2985766603478967
204,0.5316019286609632
1086,0.6727073587329795
376,0.008861722962802509
740,0.08984790978246128
299,0.027469951009395182
1218,0.09365380776627677
546,0.19660344659833112
1434,0.07131191565094332
1400,0.28672558755001004
302,0.04245224784071852
1096,0.06143637541892975
360,0.00856930594686483
1131,0.27861065185797934
191,0.043627722799726654
315,0.02611537530404734
211,0.02657304718519071
215,0.036829987563624184
279,0.002514258958710187
1179,0.018217321403536525
141,0.13654653284360654
1227,0.040616155338101895
641,0.134782116981702
14,0.7917607469110799
82,0.00866368227748711
1301,0.01023518984717739
787,0.0035364776528426394
583,0.16876802301667265
333,0.13411530010288295
610,0.020953345531908304
390,0.013725543164432781
1083,0.2724021204786074
2,0.5185279206066697
554,0.2262510208457273
85,0.007595341635342765
995,0.266574192832817
107,0.5464059550476387
930,0.26056604060622784
1306,0.12244605555573662
1308,0.10675882735805682
489,0.03391359763125224
361,0.03576692428176007
1090,0.03358649461712578
80,0.1477233144095094
152,0.18475198786134528
1452,0.06925251757364247
1093,0.2223095960260494
231,0.0021510504811261717
693,0.05860757755884378
96,0.10363076264444174
224,0.02635878683296224
948,0.06595096454167851
1015,0.09151147533305032
913,0.06349436571250086
445,0.006405231239493617
1,0.01638464624011775
425,0.13721758087722352
159,0.2262137592835212
1210,0.004595280659373294
227,0.018838166637022993
838,0.5502727567852369
1416,0.008806895079745759
161,0.17520054730347975
